,AdId,num_faces,face_joylikelihood,face_sorrowLikelihood,face_angerLikelihood,face_surpriseLikelihood,face_description_confidence,landmark_features,labels_description,labels_descriptions_confidence,logo_description,logo_description_confidence,text_descriptions,object_descriptions,object_descriptions_confidence,isAdult,isSpoof,isMedical,isViolence,isRacy
82,A16_10,0,[],[],[],[],[],[],"['Product', 'Brown', 'Fashion accessory']","[0.8828333020210266, 0.8763669729232788, 0.5458008050918579]",[],[],"['Kerbl 32198 Haflinger Saddle Set - Brown\nby Kerbl\n\xc2\xa3135.46 Prime\nUsually dispatched within 3 to 4 weeks\nEligible for FREE UK Delivery\n', 'Kerbl', '32198', 'Haflinger', 'Saddle', 'Set', 'Brown', 'Kerbl', '\xc2\xa3135', 'Prime', 'Usually', 'dispatched', 'within', 'weeks', 'Eligible', 'for', 'FREE', 'Delivery']","['Hat', 'Footwear']","[0.7812860608100891, 0.5152865052223206]",VERY_UNLIKELY,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
83,A16_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Product', 'Line', 'Logo', 'Graphics', 'Brand']","[0.9697500467300415, 0.8882409334182739, 0.8828333020210266, 0.8504695296287537, 0.624750554561615, 0.5272958874702454, 0.5202584266662598]",[],[],"['Pet Wash Bag on eBay\nAd www.ebay.co.uk/\nGreat Deals on Pet Wash Bag Buy It New, Buy It Used, Buy It Now\n', 'Pet', 'Wash', 'Bag', 'eBay', 'www', 'ebay', 'Great', 'Deals', 'Pet', 'Wash', 'Bag', 'Buy', 'New', 'Buy', 'Used', 'Buy', 'Now']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
84,A16_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Brand', 'Logo']","[0.9697500467300415, 0.8667431473731995, 0.843008279800415, 0.5202584266662598, 0.5080958604812622]",[],[],"['Martingale dog collars\nAd www.greyhoundsaspets.org.nz/\nKeep your hound safe, stylish and comfortable. Wide range of styles.\n', 'Martingale', 'dog', 'collars', 'www', 'greyhoundsaspets', 'org', 'Keep', 'your', 'hound', 'safe', 'stylish', 'and', 'comfortable', 'Wide', 'range', 'styles']",[],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
85,A16_07,0,[],[],[],[],[],[],"['Product', 'Dietary supplement']","[0.9103112816810608, 0.7136244177818298]",['Jolly Rancher'],[0.5736103057861328],"['LIQUIFRY\nRuby Plus\nInterpet Liquifry No. 3 Baby Plus food for Baby\nFish\nby Interpet\n\xc2\xa33.47 Subscribe & Save\nGet regular delivery of this item and save 5.0%\n\xc2\xa33.65 $4.49 Prime\nGet it by Tuesday, Aug 25\nMore buying choices\n\xc2\xa33.65 new (8 offers)\nEligible for FREE UK Delivery\n', 'LIQUIFRY', 'Ruby', 'Plus', 'Interpet', 'Liquifry', 'Baby', 'Plus', 'food', 'for', 'Baby', 'Fish', 'Interpet', 'Subscribe', 'Save', 'Get', 'regular', 'delivery', 'this', 'item', 'and', 'save', 'Prime', 'Get', 'Tuesday', 'Aug', 'More', 'buying', 'choices', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",['Packaged goods'],[0.768451988697052],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
86,A16_06,0,[],[],[],[],[],[],"['Cobalt blue', 'Fashion accessory', 'Locket', 'Font', 'Pendant', 'Jewellery', 'Electric blue', 'Logo', 'Blue and white porcelain']","[0.8824869990348816, 0.8026999831199646, 0.7603499293327332, 0.6857237815856934, 0.6557127833366394, 0.6540268659591675, 0.6379328370094299, 0.5714039206504822, 0.5335281491279602]",[],[],"['AMBY\n20369213\nNewport\nCY3 28\nPersonalised Engraved 25mm Glitter Blue Paw\nPrint Dog Pet ID Tag Disc....... TO LEAVE\nENGRAVING DETAILS PLEASE...\nby County Engraving\n\xc2\xa31.98\nMore buying choices\n\xc2\xa31.98 new (4 offers)\n', 'AMBY', '20369213', 'Newport', 'CY3', 'Personalised', 'Engraved', '25mm', 'Glitter', 'Blue', 'Paw', 'Print', 'Dog', 'Pet', 'Tag', 'Disc', 'LEAVE', 'ENGRAVING', 'DETAILS', 'PLEASE', 'County', 'Engraving', 'More', 'buying', 'choices', 'new', 'offers']",['Earrings'],[0.8035175204277039],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
87,A16_02,0,[],[],[],[],[],[],"['Text', 'Line', 'Font']","[0.9815012216567993, 0.8798364996910095, 0.871282696723938]",[],[],"['Top Rated Pet Food - Made With Real Meat & Vegetables\nAd www.bobandlush.com/Healthy+Dog+Food\n4.7**** rating for bobandlush.com\nTry Now and Save 50% On First Order\nTop Rated Dog Food Subscribe & Save 50% Off Next Day Delivery\nWet Food With 70% Lamb - Discover Our Story - Free Delivery\n', 'Top', 'Rated', 'Pet', 'Food', 'Made', 'With', 'Real', 'Meat', 'Vegetables', 'www', 'bobandlush', 'com', 'Healthy', 'Dog', 'Food', 'rating', 'for', 'bobandlush', 'com', 'Try', 'Now', 'and', 'Save', 'First', 'Order', 'Top', 'Rated', 'Dog', 'Food', 'Subscribe', 'Save', 'Off', 'Next', 'Day', 'Delivery', 'Wet', 'Food', 'With', 'Lamb', 'Discover', 'Our', 'Story', 'Free', 'Delivery']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
88,A16_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9731892347335815, 0.8823639750480652, 0.843008279800415, 0.5080958604812622]",[],[],"['Pet Toys Online at Amazon - Amazon.co.uk\nAd www.amazon.co.uk/pet+toys+online\nLow Prices on Pet toys online. Free UK Delivery on Eligible Orders\n', 'Pet', 'Toys', 'Online', 'Amazon', 'Amazon', 'www', 'amazon', 'pet', 'toys', 'online', 'Low', 'Prices', 'Pet', 'toys', 'online', 'Free', 'Delivery', 'Eligible', 'Orders']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
89,A16_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9796839356422424, 0.8908471465110779, 0.8595823645591736, 0.6134564280509949]",[],[],"['Pet Food Online - Zoofast.co.uk\nAd www.zoofast.co.uk/\nOrder dry food for your pet. Low prices & good quality\n', 'Pet', 'Food', 'Online', 'Zoofast', 'www', 'zoofast', 'Order', 'dry', 'food', 'for', 'your', 'pet', 'Low', 'prices', 'good', 'quality']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
90,A06_08,0,[],[],[],[],[],[],"['Gadget', 'Smartphone', 'Mobile phone', 'Electronic device', 'Communication Device', 'Technology', 'Portable communications device', 'Multimedia', 'Mobile device', 'Electronics']","[0.9747743606567383, 0.9518909454345703, 0.9370756149291992, 0.9312354326248169, 0.9231276512145996, 0.9219781160354614, 0.9177088737487793, 0.9114313125610352, 0.8276057839393616, 0.7916135191917419]",[],[],"['.\nApple Ipad Air Wi-Fi 64GB Siver\nMD790B/A\nby Apple\n\xc2\xa3628.67 new (1 offer)\n\xc2\xa3299.00 used (1 offer)\n', 'Apple', 'Ipad', 'Air', '64GB', 'Siver', 'MD790B', 'Apple', '\xc2\xa3628', 'new', 'offer', '\xc2\xa3299', 'used', 'offer']","['Tablet computer', 'Tablet computer']","[0.9099944233894348, 0.9037565588951111]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
91,A06_09,0,[],[],[],[],[],[],"['Text', 'Font', 'Technology', 'Plant', 'Multimedia']","[0.8692919611930847, 0.6857237815856934, 0.6757805347442627, 0.6463999152183533, 0.6173330545425415]",[],[],"['Samsung UE32J5100 Full HD 1080p\n32-Inch LED TV (2015 Model)\nby Samsung\n\xc2\xa3280.10\nOnly 1 left in stock - order soon.\nMore buying choices\n\xc2\xa3209.00 new (13 offers)\n', 'Samsung', 'UE32J5100', 'Full', '1080p', 'Inch', 'LED', '2015', 'Model', 'Samsung', '\xc2\xa3280', 'Only', 'left', 'stock', 'order', 'soon', 'More', 'buying', 'choices', '\xc2\xa3209', 'new', 'offers']",[],[],UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
92,A06_14,0,[],[],[],[],[],[],"['Mobile phone', 'Gadget', 'Communication Device', 'Smartphone', 'Portable communications device', 'Electronic device', 'Technology', 'Product', 'Multimedia', 'Mobile device']","[0.9965964555740356, 0.9883014559745789, 0.9850679039955139, 0.9844076037406921, 0.9829163551330566, 0.9451412558555603, 0.9289343953132629, 0.8828333020210266, 0.8685693740844727, 0.7549524307250977]",[],[],"['8:26\niPhone 6\ni\n4.7/5.5 inches Display\nwith a f lution of 1920 x 1080 pixels\nJES\ni\n\xc2\xa9\nA8 Processor\n10-Megapixel Rear Camera\n', 'iPhone', 'inches', 'Display', 'with', 'lution', '1920', '1080', 'pixels', 'JES', 'Processor', 'Megapixel', 'Rear', 'Camera']","['Mobile phone', 'Mobile phone', 'Mobile phone']","[0.9306575655937195, 0.8813509941101074, 0.852150559425354]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
93,A06_15,0,[],[],[],[],[],[],"['Sky', 'Display device', 'Screen', 'Multimedia', 'Technology', 'World', 'Electronic device', 'Flat panel display', 'Earth', 'Television']","[0.9336194396018982, 0.8702701926231384, 0.8317345976829529, 0.7873356938362122, 0.7818163633346558, 0.6952520608901978, 0.6896653175354004, 0.6835307478904724, 0.633092999458313, 0.627823531627655]",[],[],"['Curved TV SAMSUNG\nPERFECTLY CURVED For Best Viewing Experience\n', 'Curved', 'SAMSUNG', 'PERFECTLY', 'CURVED', 'For', 'Best', 'Viewing', 'Experience']",['Television'],[0.9211775064468384],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
94,A06_12,0,[],[],[],[],[],[],"['Product', 'Technology', 'Electronic device', 'Logo', 'Brand', 'Fashion accessory', 'Label', 'Cable', 'Metal', 'Rectangle']","[0.8828333020210266, 0.7560265064239502, 0.7233835458755493, 0.6532379984855652, 0.5965734124183655, 0.5773680210113525, 0.5751848220825195, 0.5560622215270996, 0.5114516019821167, 0.5047368407249451]",[],[],"['we launched\namazonbasics\nNow Available in India\nHigh Quality Cables\nat great prices\n', 'launched', 'amazonbasics', 'Now', 'Available', 'India', 'High', 'Quality', 'Cables', 'great', 'prices']","['Necklace', 'Packaged goods']","[0.6027512550354004, 0.506092369556427]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
95,A06_13,0,[],[],[],[],[],[],"['Product', 'Violet', 'Purple', 'Technology', 'Gadget', 'Electronic device', 'Mobile phone', 'Mobile phone case', 'Material property', 'Liquid']","[0.9252941012382507, 0.9020187854766846, 0.8383462429046631, 0.7767943143844604, 0.7633609175682068, 0.7523223161697388, 0.7182418704032898, 0.7086111307144165, 0.7066208720207214, 0.6985462307929993]",[],[],"['12:45\n2:45\nSamsung Galaxy\nS6 S6 edge\nNext is Now\nMETROSIX\n', 'Samsung', 'Galaxy', 'edge', 'Next', 'Now', 'METROSIX']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
96,A06_11,0,[],[],[],[],[],[],"['Text', 'Product', 'Technology', 'Electronic device', 'Font', 'Multimedia']","[0.9121394753456116, 0.8828333020210266, 0.7902114987373352, 0.7089406251907349, 0.6857237815856934, 0.6320334076881409]",['SIUI'],[0.5970637798309326],"['Largest selection of\nTablet Computers\nSALE\nFind The Best Deals On Your\nYour SAVE NOW!\nTablet Computers\n', 'Largest', 'selection', 'Tablet', 'Computers', 'SALE', 'Find', 'The', 'Best', 'Deals', 'Your', 'Your', 'SAVE', 'NOW', 'Tablet', 'Computers']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
97,A06_10,3,"['VERY_LIKELY', 'VERY_LIKELY', 'UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","[0.9571568965911865, 0.9048353433609009, 0.4953579306602478]",[],"['Product', 'Text', 'Technology', 'Multimedia', 'Electronics', 'Electronic device', 'Media', 'Photography', 'Screenshot', 'Communication Device']","[0.9103112816810608, 0.9030671715736389, 0.7767943143844604, 0.7470798492431641, 0.7308112978935242, 0.7089406251907349, 0.6452412009239197, 0.6242249608039856, 0.542565643787384, 0.5082278847694397]",[],[],"['More options available\nVoyager 9 inch Twin Screen In Car\nPortable DVD Player with Easy Fit\nMount 17 Feb 2014\nby Music Man\n\xc2\xa3109.00 \xc2\xa3149.99 Prime\nMore buying choices\n\xc2\xa3109.00 new (3 offers)\n\xc2\xa394.83 used (8 offers)\nEligible for FREE UK Delivery\n', 'More', 'options', 'available', 'Voyager', 'inch', 'Twin', 'Screen', 'Car', 'Portable', 'DVD', 'Player', 'with', 'Easy', 'Fit', 'Mount', 'Feb', '2014', 'Music', 'Man', '\xc2\xa3109', '\xc2\xa3149', 'Prime', 'More', 'buying', 'choices', '\xc2\xa3109', 'new', 'offers', '\xc2\xa394', 'used', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",['Person'],[0.6936489343643188],VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
98,A06_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9787918329238892, 0.871282696723938, 0.8339628577232361]",[],[],"['Smartphone offers\ncarphonewarehouse.com/Mega-Deals\n3.9 **** advertiser rating\nGet a Super Mega Personalised Deal\nAt Carphone Warehouse. Buy Now!\n', 'Smartphone', 'offers', 'carphonewarehouse', 'com', 'Mega', 'Deals', 'advertiser', 'rating', 'Get', 'Super', 'Mega', 'Personalised', 'Deal', 'Carphone', 'Warehouse', 'Buy', 'Now']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
99,A06_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9766489267349243, 0.871282696723938, 0.8504695296287537]",[],[],"['Nikon Cameras at Argos\nAd www.argos.co.uk/Nikon-Cameras\nSave up to 50% on Selected Cameras. Grab Your New Argos Catalogue Today\nCamera Cases and Bags - Camera Lenses at Argos - Argos Nikon Cameras\n', 'Nikon', 'Cameras', 'Argos', 'www', 'argos', 'Nikon', 'Cameras', 'Save', 'Selected', 'Cameras', 'Grab', 'Your', 'New', 'Argos', 'Catalogue', 'Today', 'Camera', 'Cases', 'and', 'Bags', 'Camera', 'Lenses', 'Argos', 'Argos', 'Nikon', 'Cameras']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
100,A06_07,0,[],[],[],[],[],[],"['Gadget', 'Mobile phone', 'Electronic device', 'Communication Device', 'Technology', 'Smartphone', 'Portable communications device', 'Handheld device accessory', 'Electronics', 'Mobile phone accessories']","[0.9747743606567383, 0.9613593816757202, 0.9392642378807068, 0.9272251725196838, 0.9231036901473999, 0.9222331643104553, 0.9177088737487793, 0.9030973315238953, 0.9021168351173401, 0.8980317711830139]",[],[],"['\xc2\xa369.00 at Amazon - *****\nFire HD 6,6"" HD Display, Wi-Fi, 8 GB -\nIncludes Special Offers - \xc2\xa369.00 (plus delivery)\n', '\xc2\xa369', 'Amazon', 'Fire', 'Display', 'Includes', 'Special', 'Offers', '\xc2\xa369', 'plus', 'delivery']","['Mobile phone', 'Mobile phone']","[0.9051536917686462, 0.8086172342300415]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
101,A06_06,0,[],[],[],[],[],[],[],[],['Samsung Galaxy J2'],[0.5892849564552307],"['Samsung 85"" Series 9\nUltra High Definition LED\nTV SAM-UE85S9STXXU\n\xc2\xa334,999.00 - Selfridges\n', 'Samsung', 'Series', 'Ultra', 'High', 'Definition', 'LED', 'SAM', 'UE85S9STXXU', '\xc2\xa334', '999', 'Selfridges']",['Television'],[0.8811650276184082],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
102,A06_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9773880243301392, 0.8882409334182739, 0.8339628577232361, 0.5535141825675964]",[],[],"['Finest TVs From LG\nwww.lg.com/uk/TVs\nRevolutionise Your TV Experience\nWith Our Stunning Range Online Now.\n', 'Finest', 'TVs', 'From', 'www', 'com', 'TVs', 'Revolutionise', 'Your', 'Experience', 'With', 'Our', 'Stunning', 'Range', 'Online', 'Now']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
103,A06_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Brand', 'Logo']","[0.9695554971694946, 0.8790220022201538, 0.8469058871269226, 0.5451956391334534, 0.5327439308166504]",[],[],"['10 inch Tablet Sale \xc2\xa3119\nAd www.tablets-world.com/Sale\n1.2Ghz 4CPU Android 4.4 Tablet PC, 48GB Hot Deal on Sale, Buy it Now!\n', 'inch', 'Tablet', 'Sale', '\xc2\xa3119', 'www', 'tablets', 'world', 'com', 'Sale', '2Ghz', '4CPU', 'Android', 'Tablet', '48GB', 'Hot', 'Deal', 'Sale', 'Buy', 'Now']",[],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
104,A06_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo', 'Brand']","[0.9731892347335815, 0.8823639750480652, 0.828646183013916, 0.6009798049926758, 0.5202584266662598]",[],[],"[""TV Deals - AO.com\nAd www.ao.com/AppliancesOnline/TVs\nHuge TV Sale Now On At AO.com Great Products At Unbeatable Prices\nSame Day Delivery Options - 14 Day No Fuss Returns. We'll Price Match\n"", 'Deals', 'com', 'www', 'com', 'AppliancesOnline', 'TVs', 'Huge', 'Sale', 'Now', 'com', 'Great', 'Products', 'Unbeatable', 'Prices', 'Same', 'Day', 'Delivery', 'Options', 'Day', 'Fuss', 'Returns', 'Price', 'Match']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
105,A17_08,0,[],[],[],[],[],[],"['Text', 'Product', 'Font', 'Line', 'Technology', 'Logo', 'Brand', 'Screenshot', 'Rectangle', 'Diagram']","[0.9517495632171631, 0.934798538684845, 0.8314544558525085, 0.807834804058075, 0.6757805347442627, 0.668882429599762, 0.6390737295150757, 0.61134934425354, 0.5768659114837646, 0.5258922576904297]",['Windows Phone'],[0.9291104078292847],"['Windows 10 Pro\nMicrosoft\n\xc2\xa3189.99\n', 'Windows', 'Pro', 'Microsoft', '\xc2\xa3189']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
106,A17_09,0,[],[],[],[],[],[],"['Text', 'Font']","[0.8524878621101379, 0.6857237815856934]",['Symantec'],[0.938712477684021],"['Norton\nNORTON SECURI\nNorton Security 2.0, 1\nUser - 5 Devices, 12\nMonth\nSoftware Download\n\xc2\xa324.99\n', 'Norton', 'NORTON', 'SECURI', 'Norton', 'Security', 'User', 'Devices', 'Month', 'Software', 'Download', '\xc2\xa324']",['Packaged goods'],[0.6181870698928833],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
107,A17_14,0,[],[],[],[],[],[],"['Multimedia', 'Technology', 'Electronic device', 'Media', 'Screen', 'Website', 'Display device', 'Electronics', 'Vehicle']","[0.8512865900993347, 0.8402349352836609, 0.7879254817962646, 0.6745004653930664, 0.6734693646430969, 0.6531350612640381, 0.6469300985336304, 0.6216480731964111, 0.5437730550765991]",[],[],"['Final Cut Pro X\nEverything just changed in post.\nDownload it now from the Mac App Store for $299.99\n', 'Final', 'Cut', 'Pro', 'Everything', 'just', 'changed', 'post', 'Download', 'now', 'from', 'the', 'Mac', 'App', 'Store', 'for', '299']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
108,A17_15,0,[],[],[],[],[],[],"['Font', 'Technology', 'Electronic device']","[0.804016649723053, 0.7937904596328735, 0.73484867811203]",[],[],"['Ad Aware\nA Ad Aware\nFree Antivirus +\nFree Antivirus\nLeaner. Meaner. Faster\nDownload Now\nLAVASOFT\n', 'Aware', 'Aware', 'Free', 'Antivirus', 'Free', 'Antivirus', 'Leaner', 'Meaner', 'Faster', 'Download', 'Now', 'LAVASOFT']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
109,A17_12,0,[],[],[],[],[],[],"['Electronics', 'Technology', 'Electronic device', 'Multimedia', 'Font']","[0.8846179246902466, 0.8282731771469116, 0.7801225781440735, 0.7123734951019287, 0.6857237815856934]",['Magix'],[0.9890223741531372],"['MOVIE CACIB\nEDIT PRO\n2013 PREMIUM\nThe Ultimate Video Studio\n20\nYEARS OF MAGIX\nWith over\n200 worth of\npremium extras!\nAnniversary special\nIncl. Photo Manager\nMX Deluxe full\nversion worth\n\xc2\xa349.99""\nUltra Fast!\nHD Edling\nEffect Preview\nAVCHD Export\nUniversal output - also in HD and 3D:\nYou Tube \xe2\x84\xa2 f vimeo\nDVD Blu-ray USSD Tablets Smartphones YouTube Facebook Vimeo*\nMXCHANGE\nEasily exchange data\nbetween MAGIX programs\n', 'MOVIE', 'CACIB', 'EDIT', 'PRO', '2013', 'PREMIUM', 'The', 'Ultimate', 'Video', 'Studio', 'YEARS', 'MAGIX', 'With', 'over', '200', 'worth', 'premium', 'extras', 'Anniversary', 'special', 'Incl', 'Photo', 'Manager', 'Deluxe', 'full', 'version', 'worth', '\xc2\xa349', 'Ultra', 'Fast', 'Edling', 'Effect', 'Preview', 'AVCHD', 'Export', 'Universal', 'output', 'also', 'and', 'You', 'Tube', 'vimeo', 'DVD', 'Blu', 'ray', 'USSD', 'Tablets', 'Smartphones', 'YouTube', 'Facebook', 'Vimeo', 'MXCHANGE', 'Easily', 'exchange', 'data', 'between', 'MAGIX', 'programs']",['Packaged goods'],[0.8394007682800293],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
110,A17_13,1,['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.9623574018478394],[],"['Product', 'Textile', 'Furniture', 'Display advertising', 'Linens', 'Advertising']","[0.9413959383964539, 0.7036221623420715, 0.6148442625999451, 0.5867245197296143, 0.5373584032058716, 0.5091468095779419]",[],[],"['Office 365\nOffice 365\nHome Premium\nUp to 5 PCs and Macs for your entire\nhousehold. Learn more\nFREE\nTry it\n$99.99year\nBuy it\nOffice 365 users are sharing ideas. Find inspiration and get more done\n', 'Office', '365', 'Office', '365', 'Home', 'Premium', 'PCs', 'and', 'Macs', 'for', 'your', 'entire', 'household', 'Learn', 'more', 'FREE', 'Try', '99year', 'Buy', 'Office', '365', 'users', 'are', 'sharing', 'ideas', 'Find', 'inspiration', 'and', 'get', 'more', 'done']",['Person'],[0.8439648151397705],POSSIBLE,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
111,A17_11,1,['POSSIBLE'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.8675177097320557],[],['Games'],[0.5211578011512756],"['Kaspersky Lab', 'TrustedID', 'Kaspersky Lab']","[0.8947438597679138, 0.6006211042404175, 0.5546848177909851]","[""KASPERSKY:\nULTIMATE COMPUTER ANTI-VIRUS\nBUY 1\nGET 2\nBUY 3\nGET 6\nKASPERSKY\nKASPERSKY\nJay Chou\nInternational Superstar\nKaspersky Ambassador\nIt's The Best\nIt's Kaspersky! trust the best\nTerms and Conditions Apply\nLicenses will be redeemed online via AntiVirus 365.nesGpromo and must be activated\nwithin 3 months from the date of purchase\n"", 'KASPERSKY', 'ULTIMATE', 'COMPUTER', 'ANTI', 'VIRUS', 'BUY', 'GET', 'BUY', 'GET', 'KASPERSKY', 'KASPERSKY', 'Jay', 'Chou', 'International', 'Superstar', 'Kaspersky', 'Ambassador', 'The', 'Best', 'Kaspersky', 'trust', 'the', 'best', 'Terms', 'and', 'Conditions', 'Apply', 'Licenses', 'will', 'redeemed', 'online', 'via', 'AntiVirus', '365', 'nesGpromo', 'and', 'must', 'activated', 'within', 'months', 'from', 'the', 'date', 'purchase']","['Packaged goods', 'Person']","[0.8380935192108154, 0.6026983261108398]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
112,A17_10,0,[],[],[],[],[],[],"['Product', 'Text', 'Font', 'Enterprise software', 'Brand', 'Software', 'Logo']","[0.9103112816810608, 0.8901308178901672, 0.804016649723053, 0.6761760115623474, 0.6390737295150757, 0.6004142165184021, 0.5080958604812622]",['Microsoft Office'],[0.9254769682884216],"['Office\nMicrosoft Office Home and\nBusiness 2013 - PC - 1 PC-\nEnglish\n\xc2\xa3119.90 from 50+ shops\n** (55)\n', 'Office', 'Microsoft', 'Office', 'Home', 'and', 'Business', '2013', 'English', '\xc2\xa3119', 'from', 'shops']",['Packaged goods'],[0.6730340719223022],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
113,A17_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9745182394981384, 0.8823639750480652, 0.8567731976509094]",[],[],"['Photoshop CC + Lightroom - adobe.com\nAd www.adobe.com/Photoshop-Lightroom\nOnly \xc2\xa36.98/mo. Hurry, offer ends 28th August. Join now!\nTailored membership Portable creative library. Step-by-step tutorials\n', 'Photoshop', 'Lightroom', 'adobe', 'com', 'www', 'adobe', 'com', 'Photoshop', 'Lightroom', 'Only', 'Hurry', 'offer', 'ends', '28th', 'August', 'Join', 'now', 'Tailored', 'membership', 'Portable', 'creative', 'library', 'Step', 'step', 'tutorials']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
114,A17_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9785638451576233, 0.871282696723938, 0.8339628577232361]",[],[],"['Top Rated Sound Software - 20 years in audio excellence\nAd audio.nch.com.au/software\nTry any of our sound programs free.\nWorks on Windows and Mac. Easy to Use . Free Download - #1 Rated Software\nAudio Recording Software - MixPad MultiTrack Mixer - Switch Audio Converter\n', 'Top', 'Rated', 'Sound', 'Software', 'years', 'audio', 'excellence', 'audio', 'nch', 'com', 'software', 'Try', 'any', 'our', 'sound', 'programs', 'free', 'Works', 'Windows', 'and', 'Mac', 'Easy', 'Use', 'Free', 'Download', 'Rated', 'Software', 'Audio', 'Recording', 'Software', 'MixPad', 'MultiTrack', 'Mixer', 'Switch', 'Audio', 'Converter']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
