AdId,AdFilePath
A03_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/6.png
A03_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/7.png
A03_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/8.png
A03_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/9.png
A03_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/10.png
A03_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/11.png
A03_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/12.png
A03_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/13.png
A03_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/14.png
A03_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/3/15.png
A04_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/1.png
A04_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/2.png
A04_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/3.png
A04_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/4.png
A04_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/5.png
A04_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/6.png
A04_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/7.png
A04_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/8.png
A04_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/9.png
A04_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/10.png
A04_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/11.png
A04_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/12.png
A04_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/13.png
A04_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/14.png
A04_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/4/15.png
A05_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/1.png
A05_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/2.png
A05_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/3.png
A05_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/4.png
A05_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/5.png
A05_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/6.png
A05_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/7.png
A05_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/8.png
A05_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/9.png
A05_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/10.png
A05_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/11.png
A05_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/12.png
A05_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/13.png
A05_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/14.png
A05_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/5/15.png
A06_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/1.png
A06_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/2.png
A06_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/3.png
A06_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/4.png
A06_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/5.png
A06_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/6.png
A06_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/7.png
A06_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/8.png
A06_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/9.png
A06_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/10.png
A06_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/11.png
A06_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/12.png
A06_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/13.png
A06_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/14.png
A06_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/6/15.png
A07_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/1.png
A07_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/2.png
A07_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/3.png
A07_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/4.png
A07_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/5.png
A07_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/6.png
A07_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/7.png
A07_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/8.png
A07_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/9.png
A07_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/10.png
A07_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/11.png
A07_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/12.png
A07_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/13.png
A07_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/14.png
A07_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/7/15.png
A08_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/1.png
A08_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/2.png
A08_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/3.png
A08_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/4.png
A08_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/5.png
A08_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/6.png
A08_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/7.png
A08_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/8.png
A08_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/9.png
A08_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/10.png
A08_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/11.png
A08_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/12.png
A08_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/13.png
A08_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/14.png
A08_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/8/15.png
A09_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/1.png
A09_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/2.png
A09_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/3.png
A09_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/4.png
A09_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/5.png
A09_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/6.png
A09_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/7.png
A09_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/8.png
A09_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/9.png
A09_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/10.png
A09_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/11.png
A09_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/12.png
A09_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/13.png
A09_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/14.png
A09_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/9/15.png
A10_01,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/1.png
A10_02,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/2.png
A10_03,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/3.png
A10_04,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/4.png
A10_05,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/5.png
A10_06,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/6.png
A10_07,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/7.png
A10_08,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/8.png
A10_09,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/9.png
A10_10,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/10.png
A10_11,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/11.png
A10_12,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/12.png
A10_13,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/13.png
A10_14,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/14.png
A10_15,ads16-dataset/ADS16_Benchmark_part1/ADS16_Benchmark_part1/Ads/Ads/10/15.png
A11_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/1.png
A11_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/2.png
A11_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/3.png
A11_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/4.png
A11_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/5.png
A11_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/6.png
A11_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/7.png
A11_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/8.png
A11_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/9.png
A11_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/10.png
A11_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/11.png
A11_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/12.png
A11_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/13.png
A11_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/14.png
A11_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/11/15.png
A12_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/1.png
A12_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/2.png
A12_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/3.png
A12_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/4.png
A12_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/5.png
A12_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/6.png
A12_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/7.png
A12_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/8.png
A12_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/9.png
A12_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/10.png
A12_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/11.png
A12_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/12.png
A12_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/13.png
A12_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/14.png
A12_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/12/15.png
A13_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/1.png
A13_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/2.png
A13_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/3.png
A13_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/4.png
A13_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/5.png
A13_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/6.png
A13_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/7.png
A13_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/8.png
A13_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/9.png
A13_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/10.png
A13_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/11.png
A13_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/12.png
A13_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/13.png
A13_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/14.png
A13_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/13/15.png
A14_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/1.png
A14_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/2.png
A14_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/3.png
A14_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/4.png
A14_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/5.png
A14_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/6.png
A14_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/7.png
A14_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/8.png
A14_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/9.png
A14_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/10.png
A14_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/11.png
A14_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/12.png
A14_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/13.png
A14_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/14.png
A14_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/14/15.png
A15_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/1.png
A15_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/2.png
A15_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/3.png
A15_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/4.png
A15_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/5.png
A15_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/6.png
A15_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/7.png
A15_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/8.png
A15_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/9.png
A15_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/10.png
A15_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/11.png
A15_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/12.png
A15_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/13.png
A15_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/14.png
A15_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/15/15.png
A16_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/1.png
A16_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/2.png
A16_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/3.png
A16_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/4.png
A16_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/5.png
A16_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/6.png
A16_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/7.png
A16_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/8.png
A16_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/9.png
A16_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/10.png
A16_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/11.png
A16_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/12.png
A16_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/13.png
A16_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/14.png
A16_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/16/15.png
A17_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/1.png
A17_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/2.png
A17_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/3.png
A17_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/4.png
A17_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/5.png
A17_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/6.png
A17_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/7.png
A17_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/8.png
A17_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/9.png
A17_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/10.png
A17_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/11.png
A17_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/12.png
A17_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/13.png
